date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:22:06	171/171	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Nov%202025%2006:28:41%20GMT	https://www.sozoseifoundation.org/robots.txt		(from )
18:22:07	61028/61028	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Nov%202025%2006:17:26%20GMT	https://www.sozoseifoundation.org/	C:/Users/EJ182LJ/Downloads/sites2/sozoseifoundation/www.sozoseifoundation.org/index.html	(from )
18:22:11	220428/220428	---MCZ	200	added ('OK')	application/x-javascript	etag:%22d7a9e403d1b1deb4616bb6bcca71b992:1744661648.205437%22	http://assets.adobedtm.com/3f0d2e2dbd42/6921187d86e0/launch-a3c2c008da2b.min.js	C:/Users/EJ182LJ/Downloads/sites2/sozoseifoundation/assets.adobedtm.com/3f0d2e2dbd42/6921187d86e0/launch-a3c2c008da2b.min.js	(from https://www.sozoseifoundation.org/)
18:22:11	1232/1232	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://www.sozoseifoundation.org/sites/g/files/qhldwo12076/files/favicon.png	C:/Users/EJ182LJ/Downloads/sites2/sozoseifoundation/www.sozoseifoundation.org/sites/g/files/qhldwo12076/files/favicon.png	(from https://www.sozoseifoundation.org/)
18:22:12	22851/22851	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%221763454656%22	https://www.sozoseifoundation.org/rss.xml	C:/Users/EJ182LJ/Downloads/sites2/sozoseifoundation/www.sozoseifoundation.org/rss.xml	(from https://www.sozoseifoundation.org/)
18:22:13	826/826	---M-Z	200	added ('OK')	text/css	date:Tue,%2018%20Nov%202025%2006:16:08%20GMT	https://www.sozoseifoundation.org/sites/g/files/qhldwo12076/files/css/optimized/css_P4KMzyTcqt6rkIieW9vKdorhCB0vdnJGYWBdJMJeTzo.TZ3jD0TRVRE7BeJn7es_U0M5wgsCE1s3uVTivjLx8GE.css?t5ws2n	C:/Users/EJ182LJ/Downloads/sites2/sozoseifoundation/www.sozoseifoundation.org/sites/g/files/qhldwo12076/files/css/optimized/css_P4KMzyTcqt6rkIieW9vKdorhCB0vdnJGYWBdJMJeTzo.TZ3jD0TRVRE7BeJn7es_U0M5wgsCE1s3uVTivjLx8GE9ca7.css	(from https://www.sozoseifoundation.org/)
18:22:14	1121/1121	---M-Z	200	added ('OK')	text/css	date:Tue,%2018%20Nov%202025%2006:16:08%20GMT	https://www.sozoseifoundation.org/sites/g/files/qhldwo12076/files/css/optimized/css_LpLEHnNmBeNomdeshUVLu1Syq1pS0x0vn8U1JktGdnw.cczDS7nvbthupsSysMdGwqZTpzUekd8SDezy7Dfom8s.css?t5ws2n	C:/Users/EJ182LJ/Downloads/sites2/sozoseifoundation/www.sozoseifoundation.org/sites/g/files/qhldwo12076/files/css/optimized/css_LpLEHnNmBeNomdeshUVLu1Syq1pS0x0vn8U1JktGdnw.cczDS7nvbthupsSysMdGwqZTpzUekd8SDezy7Dfom8s9ca7.css	(from https://www.sozoseifoundation.org/)
18:22:14	484/484	---M-Z	200	added ('OK')	text/css	date:Tue,%2018%20Nov%202025%2006:16:15%20GMT	https://www.sozoseifoundation.org/sites/g/files/qhldwo12076/files/css/optimized/css_bRERo_ZBIrKXBca6rUFbiqU9s5rH-7cgquoq_zxLxg0.l_5ZkiCBh5EcPa_3_oVW7iVMoKNAq5rw47oEzn5A4uM.css?t5ws2n	C:/Users/EJ182LJ/Downloads/sites2/sozoseifoundation/www.sozoseifoundation.org/sites/g/files/qhldwo12076/files/css/optimized/css_bRERo_ZBIrKXBca6rUFbiqU9s5rH-7cgquoq_zxLxg0.l_5ZkiCBh5EcPa_3_oVW7iVMoKNAq5rw47oEzn5A4uM9ca7.css	(from https://www.sozoseifoundation.org/)
18:22:15	95/95	---M-Z	200	added ('OK')	text/css	date:Tue,%2018%20Nov%202025%2006:16:15%20GMT	https://www.sozoseifoundation.org/sites/g/files/qhldwo12076/files/css/optimized/css_Mo82ZZ31cKXAwJBOcyUs1IWfMb405vnexRv9Axiu1E4.x5nsh_uKblK9k6iDq9xx7vDex30jZc5ML0YXij4JCf0.css?t5ws2n	C:/Users/EJ182LJ/Downloads/sites2/sozoseifoundation/www.sozoseifoundation.org/sites/g/files/qhldwo12076/files/css/optimized/css_Mo82ZZ31cKXAwJBOcyUs1IWfMb405vnexRv9Axiu1E4.x5nsh_uKblK9k6iDq9xx7vDex30jZc5ML0YXij4JCf09ca7.css	(from https://www.sozoseifoundation.org/)
18:22:16	222/222	---M-Z	200	added ('OK')	text/css	date:Tue,%2018%20Nov%202025%2006:16:15%20GMT	https://www.sozoseifoundation.org/sites/g/files/qhldwo12076/files/css/optimized/css_RLxG-gqUEGneV3kUIer3dfxF4x3bAorByjG8Qz4sPBM.xXMNGfQ_Fg-qR68p9-HcK6_Dk751qnHSHck8d1oYM8A.css?t5ws2n	C:/Users/EJ182LJ/Downloads/sites2/sozoseifoundation/www.sozoseifoundation.org/sites/g/files/qhldwo12076/files/css/optimized/css_RLxG-gqUEGneV3kUIer3dfxF4x3bAorByjG8Qz4sPBM.xXMNGfQ_Fg-qR68p9-HcK6_Dk751qnHSHck8d1oYM8A9ca7.css	(from https://www.sozoseifoundation.org/)
